Occurrence ID,Scientific Name,Event Date,Dataset Name,Reserve Name,Decimal Latitude,Decimal Longitude,Individual Count,Reproductive Condition,Establishment Means,Occurrence Remarks,Year,Month,Day,Habitat,Sampling Protocol,Locality,Location Remarks,Identified By,Date Identified,Owner Institution Code,Basis of Record,Data Generalizations,Recorded By,Client Business Name,__source,year,decimals,precision_tier
9636,Dianella caerulea,2022-12-11T12:05:23,iNaturalist observations,Not in a reserve,-33.926789,151.141033,,,,,2022.0,12.0,11.0,,,,,,,,HUMAN_OBSERVATION,,Michael Walsh,CB Council,iNaturalist,2022,6,<1 m (6+ dp)
42710,Taraxacum officinale,2004-05-01T12:00:00,Walshaw Flora&Fauna Apndx4 POM,Walshaw Park,-33.901345,151.004631,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
11301,Gomphocarpus fruticosus,2023-07-03T13:10:00,iNaturalist research-grade observations,Crest,-33.907345,150.992447,,fruits or seeds,,,2023.0,7.0,3.0,,,,,Mark Fishbein,2023-07-03T14:05:16Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,2023,6,<1 m (6+ dp)
28852,Bidens pilosa,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.952058,150.980812,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council,ALA,2011,6,<1 m (6+ dp)
7017,Angophora costata,2022-01-03T09:08:13,iNaturalist research-grade observations,Not in a reserve,-33.97673,151.002997,,,,,2022.0,1.0,3.0,,,,,ronavery,2022-01-03T01:13:12Z,,HUMAN_OBSERVATION,,ronavery,CB Council,iNaturalist,2022,6,<1 m (6+ dp)
19090,Lomandra longifolia,2009-04-23T00:00:00,BANKS_VEG Vegetation Survey,Not in a reserve,-33.97967,151.00081,,,,occurrenceRemarks withheld,2009.0,4.0,23.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Bankstown City Council,HUMAN_OBSERVATION,,OJJS07082200;ODMP08080503,CB Council,ALA,2009,5,≈1–10 m (5 dp)
1478,Acacia pubescens,2010-01-15T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892852,150.974672,,,,occurrenceRemarks withheld,2010.0,1.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2010,6,<1 m (6+ dp)
20837,Daviesia ulicifolia,2004-01-16T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.910549,150.988188,,,,occurrenceRemarks withheld,2004.0,1.0,16.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP04110301,CB Council,ALA,2004,6,<1 m (6+ dp)
1311,Acacia pubescens,2020-05-29T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892961,150.975195,,,,occurrenceRemarks withheld,2020.0,5.0,29.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS16072001,CB Council,ALA,2020,6,<1 m (6+ dp)
24743,Leucopogon juniperinus,1999-02-11T00:00:00,DPIE Data from Scientific Licences dataset,Carysfield,-33.900784,150.997609,,,,occurrenceRemarks withheld,1999.0,2.0,11.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPJGI0002327,CB Council,ALA,1999,6,<1 m (6+ dp)
24908,Pimelea spicata,2003-09-02T00:00:00,DPIE Data from Scientific Licences dataset,Crest,-33.910976,150.996711,6.0,"BU Flower Buds,FL Flowering",,occurrenceRemarks withheld,2003.0,9.0,2.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP99112300,CB Council,ALA,2003,6,<1 m (6+ dp)
1062,Sida rhombifolia,2016-05-02T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.904674,150.979362,,,introduced,occurrenceRemarks withheld,2016.0,,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR13102801,CB Council,ALA,2016,6,<1 m (6+ dp)
6669,Sida rhombifolia,2020-08-03T15:18:00,iNaturalist observations,Maluga Passive Pk,-33.892295,151.016222,,,,,2020.0,8.0,3.0,,,,,,,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,2020,6,<1 m (6+ dp)
24454,Centella asiatica,1999-02-11T00:00:00,DPIE Data from Scientific Licences dataset,Carysfield,-33.900784,150.997609,,,,occurrenceRemarks withheld,1999.0,2.0,11.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPJGI0002327,CB Council,ALA,1999,6,<1 m (6+ dp)
6658,Acacia filicifolia,2024-11-14T11:49:55,iNaturalist research-grade observations,Not in a reserve,-33.953267,151.013893,,,,,2024.0,11.0,14.0,,,,,melaleuca_j,2024-11-14T04:21:01Z,,HUMAN_OBSERVATION,,melaleuca_j,CB Council,iNaturalist,2024,6,<1 m (6+ dp)
39280,Hardenbergia violacea,2004-05-01T12:00:00,Norfolk Flora&Fauna Apndx3 POM,Norfolk Reserve,-33.893604,151.062656,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
25218,Melaleuca decora,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Kentucky Reserve,-33.927609,150.979464,,,,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,2018,6,<1 m (6+ dp)
26208,Rosa rubiginosa,2015-11-23T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.945433,150.983143,,,introduced,occurrenceRemarks withheld,2015.0,11.0,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP09120203,CB Council,ALA,2015,6,<1 m (6+ dp)
6365,Drosera spatulata,2022-01-02T15:15:00,iNaturalist research-grade observations,Not in a reserve,-33.975322,151.013933,,,,,2022.0,1.0,2.0,,,,,cdlew,2022-01-03T01:23:02Z,,HUMAN_OBSERVATION,,Melissa Abdallah,CB Council,iNaturalist,2022,6,<1 m (6+ dp)
22841,Clematis aristata,2020-03-16T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.918362,150.978117,,,,occurrenceRemarks withheld,2020.0,3.0,16.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS19031803;OJJS20080501,CB Council,ALA,2020,6,<1 m (6+ dp)
25059,Eucalyptus fibrosa,2006-02-21T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.888501,151.030527,,,,occurrenceRemarks withheld,2006.0,2.0,21.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPXE99012800,CB Council,ALA,2006,6,<1 m (6+ dp)
20477,Pterostylis erecta,2009-09-02T00:00:00,DPIE Default Sightings,Kelso Beach,-33.952073,150.981742,,FL Flowering,,occurrenceRemarks withheld,2009.0,9.0,2.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OJJS12102400,CB Council,ALA,2009,6,<1 m (6+ dp)
8133,Wisteria sinensis,2021-09-18T11:29:57,iNaturalist observations,Not in a reserve,-33.977863,150.996384,,,,,2021.0,9.0,18.0,,,,,,,,HUMAN_OBSERVATION,,stefaninko94,CB Council,iNaturalist,2021,6,<1 m (6+ dp)
35219,Eucalyptus parramattensis,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Ashford Reserve,-33.929585,150.986124,,,,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,2018,6,<1 m (6+ dp)
21620,Asparagus aethiopicus,2014-03-18T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.93508,151.023087,,,introduced,occurrenceRemarks withheld,2014.0,3.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15011200,CB Council,ALA,2014,6,<1 m (6+ dp)
31349,Senecio madagascariensis,2015-09-15T00:00:00,DPIE Default Sightings,Not in a reserve,-33.890332,151.055229,,,introduced,occurrenceRemarks withheld,2015.0,9.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OIXR15081800,CB Council,ALA,2015,6,<1 m (6+ dp)
23681,Sonchus oleraceus,2022-11-04T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.877828,150.988911,,,introduced,occurrenceRemarks withheld,2022.0,11.0,4.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OMFZ23032802,CB Council,ALA,2022,6,<1 m (6+ dp)
9867,Plumbago auriculata,2021-04-01T14:01:57,iNaturalist research-grade observations,Not in a reserve,-33.903391,151.034784,,,,Large shrub with bright light blue flowers all over,2021.0,4.0,1.0,,,,,Emmanuel Katsaros,2021-04-01T03:02:46Z,,HUMAN_OBSERVATION,,Emmanuel Katsaros,CB Council,iNaturalist,2021,6,<1 m (6+ dp)
29370,Pimelea spicata,2010-02-11T00:00:00,DPIE Data from Scientific Licences dataset,Crest,-33.910549,150.997116,,,,occurrenceRemarks withheld,2010.0,2.0,11.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2010,6,<1 m (6+ dp)
8625,Bursaria spinosa,2020-03-29T13:55:28,iNaturalist research-grade observations,Not in a reserve,-33.922628,151.14917,,,,,2020.0,3.0,29.0,,,,,Josh Moloney,2020-03-29T05:24:54Z,,HUMAN_OBSERVATION,,Josh Moloney,CB Council,iNaturalist,2020,6,<1 m (6+ dp)
25798,Acacia pubescens,2009-09-15T00:00:00,DPIE Data from Scientific Licences dataset,Norfolk Reserve,-33.893923,151.062587,,,,occurrenceRemarks withheld,2009.0,9.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
33687,Asparagus asparagoides,2015-11-23T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.944646,150.990702,,,introduced,occurrenceRemarks withheld,2015.0,11.0,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP09120203,CB Council,ALA,2015,6,<1 m (6+ dp)
1251,Acacia pubescens,2009-10-22T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892815,150.977376,,,,occurrenceRemarks withheld,2009.0,10.0,22.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
20271,Entolasia stricta,2009-05-28T00:00:00,BANKS_VEG Vegetation Survey,Not in a reserve,-33.973447,151.038284,,,,occurrenceRemarks withheld,2009.0,5.0,28.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Bankstown City Council,HUMAN_OBSERVATION,,OJJS07082200;ODMP09101600,CB Council,ALA,2009,6,<1 m (6+ dp)
29528,Lambertia formosa,2010-12-14T00:00:00,NP_GEORGES Vegetation Survey,Not in a reserve,-33.971219,151.028823,,,,occurrenceRemarks withheld,2010.0,12.0,14.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,ODMP99111100;VEG-NICR,CB Council,ALA,2010,6,<1 m (6+ dp)
39195,Grevillea sp.,2004-05-01T12:00:00,Revesby and Padstow reserves Flora&Fauna Apndx6 POM,Richardson Reserve,-33.963555,151.027909,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
40486,Denhamia silvestris,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Lansdowne,-33.896245,150.978391,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
2304,Leichhardtia viridiflora subsp. viridiflora,2020-05-29T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.893833,150.975228,,,,occurrenceRemarks withheld,2020.0,5.0,29.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS16072001,CB Council,ALA,2020,6,<1 m (6+ dp)
34438,Oxalis exilis,1999-06-28T00:00:00,GEORGES Vegetation Survey,Miram-Beena,-33.909506,150.979817,,,,occurrenceRemarks withheld,1999.0,6.0,28.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OVLU99062101;OSLS05031800,CB Council,ALA,1999,6,<1 m (6+ dp)
1504,Hardenbergia violacea,2008-12-18T00:00:00,DPIE Default Sightings,Lansdowne,-33.89269,150.97436,,,,occurrenceRemarks withheld,2008.0,12.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09102201,CB Council,ALA,2008,5,≈1–10 m (5 dp)
6872,Ageratina adenophora,2020-09-17T12:26:22,iNaturalist research-grade observations,Not in a reserve,-33.973257,151.003282,,,,Waterway weed?,2020.0,9.0,17.0,,,,,David,2020-09-17T02:52:38Z,,HUMAN_OBSERVATION,,Lauren Danecek,CB Council,iNaturalist,2020,6,<1 m (6+ dp)
36244,Avena fatua,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Amaroo,-33.908,150.982962,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
4659,Acacia pubescens,2020-05-29T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.89261,150.975102,,,,occurrenceRemarks withheld,2020.0,5.0,29.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS16072001,CB Council,ALA,2020,6,<1 m (6+ dp)
38340,Eragrostis curvula,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.906477,150.980754,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
41365,Paspalum dilatatum,2004-05-01T12:00:00,Revesby and Padstow reserves Flora&Fauna Apndx6 POM,Virginius Reserve,-33.960678,151.022552,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
35244,Cenchrus clandestinus,2019-12-11T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.909648,151.085877,,,introduced,occurrenceRemarks withheld,2019.0,12.0,11.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR14091000,CB Council,ALA,2019,6,<1 m (6+ dp)
40922,Notelaea longifolia,2004-05-01T12:00:00,The Crest-Appendix,Bellevue,-33.910871,150.998776,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
29996,Homalanthus populifolius,2014-03-18T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.93508,151.023087,,,,occurrenceRemarks withheld,2014.0,3.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15011200,CB Council,ALA,2014,6,<1 m (6+ dp)
29578,Melia azedarach,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.948652,150.973816,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council,ALA,2014,6,<1 m (6+ dp)
36643,Bursaria spinosa,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.909351,150.975191,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
4003,Acacia pubescens,2009-10-22T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.893038,150.975598,,,,occurrenceRemarks withheld,2009.0,10.0,22.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
40199,Lomandra filiformis ssp. coriacea,2004-05-01T12:00:00,EastHills Flora&Fauna Apndx5 POM,East Hills Park,-33.96446,150.982875,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
34544,Ipomoea indica,2016-06-22T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.911385,151.130478,,,introduced,occurrenceRemarks withheld,2016.0,6.0,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS10042000;OIXR13081400,CB Council,ALA,2016,6,<1 m (6+ dp)
24014,Ligustrum lucidum,2021-12-06T00:00:00,GAP_EAST Vegetation Survey,Not in a reserve,-33.927173,151.149572,,,introduced,occurrenceRemarks withheld,2021.0,12.0,6.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09121701;OKET22042701,CB Council,ALA,2021,6,<1 m (6+ dp)
29141,Clematis glycinoides,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.952058,150.980812,,,,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council,ALA,2011,6,<1 m (6+ dp)
6656,Ficus microcarpa,2024-11-17T10:28:58,iNaturalist observations,Not in a reserve,-33.914133,151.124315,,,,,2024.0,11.0,17.0,,,,,,,,HUMAN_OBSERVATION,,alalal,CB Council,iNaturalist,2024,6,<1 m (6+ dp)
29447,Calotis lappulacea,1996-05-28T00:00:00,Urban Bushland Biodiversity 2,Not in a reserve,-33.873956,150.983642,,,,occurrenceRemarks withheld,1996.0,5.0,28.0,,20 by 20 Vegetation Plot (old type),locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPXE97062300,CB Council,ALA,1996,6,<1 m (6+ dp)
19401,Acacia pubescens,2009-09-08T00:00:00,DPIE Data from Scientific Licences dataset,Louisa,-33.904465,151.000589,,,,occurrenceRemarks withheld,2009.0,9.0,8.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
22876,Allocasuarina littoralis,2019-03-08T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.905179,151.038241,,,,occurrenceRemarks withheld,2019.0,3.0,8.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPUR17042400,CB Council,ALA,2019,6,<1 m (6+ dp)
37897,Dichelachne micrantha,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Lansdowne,-33.896245,150.978391,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
10322,Pelargonium australe,2024-05-08T07:38:21,iNaturalist observations,Not in a reserve,-33.950303,151.003981,,,,,2024.0,5.0,8.0,,,,,,,,HUMAN_OBSERVATION,,Alex Pintsen JIN,CB Council,iNaturalist,2024,6,<1 m (6+ dp)
26283,Paspalidium distans,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951875,150.979561,,,,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council,ALA,2011,6,<1 m (6+ dp)
29202,Smilax glyciphylla,2018-04-16T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.9269,151.147854,,,,occurrenceRemarks withheld,2018.0,4.0,16.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPJGI0002201,CB Council,ALA,2018,6,<1 m (6+ dp)
27828,Stylidium graminifolium,2009-04-23T00:00:00,BANKS_VEG Vegetation Survey,Not in a reserve,-33.97967,151.00081,,,,occurrenceRemarks withheld,2009.0,4.0,23.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Bankstown City Council,HUMAN_OBSERVATION,,OJJS07082200;ODMP08080503,CB Council,ALA,2009,5,≈1–10 m (5 dp)
4337,Themeda triandra,1999-06-28T00:00:00,GEORGES Vegetation Survey,Lansdowne,-33.902277,150.978906,,,,occurrenceRemarks withheld,1999.0,6.0,28.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OVLU99062101;OSLS05031800,CB Council,ALA,1999,6,<1 m (6+ dp)
34293,Angophora floribunda,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Ashford Reserve,-33.929585,150.986124,,,,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,2018,6,<1 m (6+ dp)
38263,Entolasia stricta,2004-05-01T12:00:00,Salt Pan Creek Flora&Fauna Apndx4 POM,Alma Reserve,-33.963313,151.038039,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
17575,Dracophyllum secundum,2023-08-11T14:00:00,Individual sighting,Not in a reserve,-33.978303,150.999972,1.0,,,,2023.0,8.0,11.0,,,,nullnull,,,,HUMAN_OBSERVATION,,Michael Hains,CB Council,ALA,2023,6,<1 m (6+ dp)
3253,Acacia pubescens,1985-11-30T00:00:00,DPIE Default Sightings,Lansdowne,-33.89249,150.975178,,,,occurrenceRemarks withheld,1985.0,11.0,30.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,PRESERVED_SPECIMEN,,FORDC,CB Council,ALA,1985,6,<1 m (6+ dp)
1396,Cinnamomum camphora,2014-11-07T00:00:00,GC-offsets Vegetation Survey,Lansdowne,-33.895919,150.97859,,,introduced,occurrenceRemarks withheld,2014.0,11.0,7.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPXE04110301,CB Council,ALA,2014,6,<1 m (6+ dp)
38271,Entolasia stricta,2004-05-01T12:00:00,Walshaw Flora&Fauna Apndx4 POM,Walshaw Park,-33.901345,151.004631,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
37526,Cyperus brevifolius,2004-05-01T12:00:00,Deepwater Flora&Fauna Apndx5 POM,Deepwater,-33.949066,150.976607,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
40445,Lycopodium cernuum,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.909351,150.975191,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
37296,Erigeron sumatrensis,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Thomas Street Depot,-33.96590278,151.013035,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,8,<1 m (6+ dp)
6238,Olearia microphylla,2022-09-18T14:50:00,iNaturalist research-grade observations,Not in a reserve,-33.970509,151.026988,,,,,2022.0,9.0,18.0,,,,,Bradley W. Jones,2022-09-18T07:45:14Z,,HUMAN_OBSERVATION,,Bradley W. Jones,CB Council,iNaturalist,2022,6,<1 m (6+ dp)
40215,Lomandra filiformis ssp. coriacea,2004-05-01T12:00:00,The Crest-Appendix,Carysfield,-33.902185,150.998468,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
9607,Olea europaea,2020-04-25T15:28:36,iNaturalist research-grade observations,Not in a reserve,-33.882172,151.009583,,,,Weed,2020.0,4.0,25.0,,,,,Thomas Mesaglio,2024-10-30T21:49:40Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,2020,6,<1 m (6+ dp)
18269,Philotheca difformis,2023-05-22T14:00:00,Individual sighting,Not in a reserve,-33.977921,150.999724,1.0,,,,2023.0,5.0,22.0,,,,nullnull,,,,HUMAN_OBSERVATION,,Michael Hains,CB Council,ALA,2023,6,<1 m (6+ dp)
35647,Ageratina adenophora,2004-05-01T12:00:00,The Crest-Appendix,Louisa,-33.905454,150.999701,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
26747,Asparagus asparagoides,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Ashford Reserve,-33.929585,150.986124,,,introduced,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,2018,6,<1 m (6+ dp)
36375,Bidens pilosa,2004-05-01T12:00:00,Adept Tracey Flood Ruse Flora&Fauna Apndx6 POM,Ruse Park,-33.926102,151.034921,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
24548,Eucalyptus baueriana,2008-02-13T00:00:00,METROCMA2 Vegetation Survey,Deepwater,-33.948794,150.973327,,,,occurrenceRemarks withheld,2008.0,2.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,VEG-NICR;OPUR23081001,CB Council,ALA,2008,6,<1 m (6+ dp)
4179,Acacia pubescens,2009-09-17T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892486,150.977644,,,,occurrenceRemarks withheld,2009.0,9.0,17.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
3803,Glycine clandestina,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.898246,150.974264,,,,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,2018,6,<1 m (6+ dp)
33903,Rumex crispus,2011-04-13T00:00:00,ACA Vegetation Survey,Not in a reserve,-33.950566,150.975578,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council,ALA,2011,6,<1 m (6+ dp)
25281,Aristida vagans,2018-01-25T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.874778,151.006314,,,,occurrenceRemarks withheld,2018.0,1.0,25.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPUR17101700;OPUR17101701,CB Council,ALA,2018,6,<1 m (6+ dp)
