old_location_name,genus,species,Family,vernacular_name,class,rare_endangered,local_rare_endangered,exotic,year,decimal_longitude,decimal_latitude,reserve_name
Kelso Creek,Melithreptus,brevirostis,,Brown-headed honeyeater,Aves,FALSE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Microeca,fascinans,Petroicidae,Jacky winter,Aves,TRUE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Monarcha,melanopsis,Monarchidae,Black-faced monarch,Aves,TRUE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Myzomela,sanguinolenta,Meliphagidae,Scarlet honeyeater,Aves,FALSE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Neochmia,temporalis,Estrildidae,Red-browed finch,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Ninox,novaeseelandiae,Strigidae,Southern boobook,Aves,TRUE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Nycticorax,caledonicus,Ardeidae,Nankeen night heron,Aves,TRUE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Ocyphaps,lophotes,Columbidae,Crested pigeon,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Oriolus,sagittatus,Oriolidae,Olive-backed oriole,Aves,FALSE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Pachycephala,rufiventris,Pachycephalidae,Rufous whistler,Aves,FALSE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Pardalotus,punctatus,Pardalotidae,Spotted pardalote,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Passer,domesticus,Passeridae,House sparrow,Aves,FALSE,FALSE,TRUE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Pelecanus,conspicillatus,Pelecanidae,Australian pelican,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Phalacrocorax,carbo,Phalacrocoracidae,Great cormorant,Aves,TRUE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Phalacrocorax,melanoleucos,Phalacrocoracidae,Little pied cormorant,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Phalacrocorax,sulcirostris,Phalacrocoracidae,Little black cormorant,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Phylidonyris,novaehollandiae,Meliphagidae,New holland honeyeater,Aves,TRUE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Platalea,regia,Threskiornithidae,Royal spoonbill,Aves,TRUE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Platycercus,elegans,Psittacidae,Crimson rosella,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Platycercus,eximius,Psittacidae,Eastern rosella,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Porphyrio,porphyrio,Rallidae,Purple swamphen,Aves,FALSE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Ptilotula,penicillata,Meliphageae,White-plumed honeyeater,Aves,FALSE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Ptilotula,penicillata,Meliphageae,White-plumed honeyeater,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Pycnonotus,jocosus,Pycnonotidae,Red-whiskered bulbul,Aves,FALSE,FALSE,TRUE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Rhipidura,fuliginosa,Rhipiduridae,Grey fantail,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Rhipidura,leucophrys,Rhipiduridae,Willie wagtail,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Sericornis,frontalis,Acanthizidae,White-browed scrubwren,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Smicrornis,brevirostris,Acanthizidae,Weebill,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Sphecotheres,vieilloti,,Australasian figbird,Aves,FALSE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Spilopelia,chinensis,Columbidae,Spotted turtle-dove,Aves,FALSE,FALSE,TRUE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Strepera,graculina,Artamidae,Pied currawong,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Sturnus,vulgaris,Sturnidae,Common starling,Aves,FALSE,FALSE,TRUE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Taeniopygia,bichenovii,Estrildidae,Double-barred finch,Aves,FALSE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Taeniopygia,guttata,Estrildidae,Zebra finch,Aves,TRUE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Thalasseus,bergii,,Crested tern,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Threskiornis,moluccus,Threskiornithidae,Australian white ibis,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Todiramphus,sanctus,Alcedinidae,Sacred kingfisher,Aves,FALSE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Tribonyx,ventralis,,Black-tailed native-hen,Aves,FALSE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Trichoglossus,haematodus,Psittacidae,Rainbow lorikeet,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Turdus,merula,,Common blackbird,Aves,TRUE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Tyto,alba,,Barn owl,Aves,TRUE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Vanellus,miles,Charadriidae,Masked lapwing,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Vanellus,tricolor,Charadriidae,Banded lapwing,Aves,FALSE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Xanthomyza,phrygia,,Regent honeyeater,Aves,TRUE,TRUE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Creek,Zosterops,lateralis,Zosteropidae,Silvereye,Aves,FALSE,FALSE,FALSE,2004,150.984015,-33.950301,Kelso Creek
Kelso Dam,Acridotheres,tristis,Sturnidae,Common myna,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Kelso Dam,Acrocephalus,stentoreus,,Clamorous reed warbler,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Anas,castanea,Anatidae,Chestnut teal,Aves,TRUE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Anas,superciliosa,Anatidae,Pacific black duck,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Anhinga,melanogaster,,Darter,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Anthus,novaeseelandiae,Motacillidae,Australian pipit,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Ardea,alba,Ardeidae,Great egret,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Ardea,ibis,Ardeidae,Cattle egret,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Ardea,intermedia,Ardeidae,Intermediate egret,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Aythya,australis,Anatidae,Hardhead,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Carduelis,carduelis,Fringillidae,European goldfinch,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Kelso Dam,Chlidonias,hybridus,,Whiskered tern,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Cisticola,exilis,Cisticolidae,Golden-headed cisticola,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Colluricincla,harmonica,Pachycephalidae,Grey shrike-thrush,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Corvus,coronoides,Corvidae,Australian raven,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Cygnus,atratus,Anatidae,Black swan,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Egretta,novaehollandiae,Ardeidae,White-faced heron,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Elseyornis,melanops,Charadriidae,Black-fronted dotterel,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Falco,cenchroides cenchroides,Falconidae,Nankeen kestrel,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Fulica,atra,Rallidae,Eurasian coot,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Kelso Dam,Gallinula,tenebrosa,Rallidae,Dusky moorhen,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Grallina,cyanoleuca,Monarchidae,Magpie-lark,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Gymnorhina,tibicen,Artamidae,Australian magpie,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Himantopus,himantopus,Recurvirostridae,Black-winged stilt,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Hirundo,ariel,Hirundinidae,Fairy martin,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Hirundo,neoxena,Hirundinidae,Welcome swallow,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Larus,novaehollandiae,,Silver gull,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Malurus,cyaneus,Maluridae,Superb fairy-wren,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Megalurus,gramineus,,Little grassbird,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Neochmia,temporalis,Estrildidae,Red-browed finch,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Passer,domesticus,Passeridae,House sparrow,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Kelso Dam,Pelecanus,conspicillatus,Pelecanidae,Australian pelican,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Phalacrocorax,carbo,Phalacrocoracidae,Great cormorant,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Phalacrocorax,melanoleucos,Phalacrocoracidae,Little pied cormorant,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Phalacrocorax,sulcirostris,Phalacrocoracidae,Little black cormorant,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Phalacrocorax,varius,Phalacrocoracidae,Pied cormorant,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Platalea,regia,Threskiornithidae,Royal spoonbill,Aves,TRUE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Porphyrio,porphyrio,Rallidae,Purple swamphen,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Porzana,pusilla,Rallidae,Baillon's crake,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Ptilotula,penicillata,Meliphageae,White-plumed honeyeater,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Rhipidura,fuliginosa,Rhipiduridae,Grey fantail,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Rhipidura,leucophrys,Rhipiduridae,Willie wagtail,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Spilopelia,chinensis,Columbidae,Spotted turtle-dove,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Kelso Dam,Sturnus,vulgaris,Sturnidae,Common starling,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Kelso Dam,Tachybaptus,novaehollandiae,Podicipedidae,Australasian grebe,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Taeniopygia,bichenovii,Estrildidae,Double-barred finch,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Threskiornis,moluccus,Threskiornithidae,Australian white ibis,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Threskiornis,spinicollis,Threskiornithidae,Straw-necked ibis,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Kelso Dam,Vanellus,miles,Charadriidae,Masked lapwing,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Lake Giillawarna,Acanthiza,chrysorrhoa,Acanthizidae,Yellow-rumped thornbill,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Acanthiza,lineata,Acanthizidae,Striated thornbill,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Acanthiza,nana,Acanthizidae,Yellow thornbill,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Acanthiza,pusilla,Acanthizidae,Brown thornbill,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Acanthorhynchus,tenuirostris,Meliphagidae,Eastern spinebill,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Accipiter,cirrocephalus,Accipitridae,Collared sparrowhawk,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Accipiter,fasciatus,Accipitridae,Brown goshawk,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Accipiter,novaehollandiae,Accipitridae,Grey goshawk,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Acridotheres,tristis,Sturnidae,Common myna,Aves,FALSE,FALSE,TRUE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Acrocephalus,stentoreus,,Clamorous reed warbler,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Alcedo,azurea,,Azure kingfisher,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Anas,castanea,Anatidae,Chestnut teal,Aves,TRUE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Anas,gracilis,Anatidae,Grey teal,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Anas,platyrhynchos,Anatidae,Mallard,Aves,FALSE,FALSE,TRUE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Anas,superciliosa,Anatidae,Pacific black duck,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Anhinga,melanogaster,,Darter,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Anthochaera,carunculata,Meliphagidae,Red wattlebird,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Anthochaera,chrysoptera,Meliphagidae,Little wattlebird,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Anthus,novaeseelandiae,Motacillidae,Australian pipit,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Ardea,alba,Ardeidae,Great egret,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Ardea,ibis,Ardeidae,Cattle egret,Aves,TRUE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Ardea,intermedia,Ardeidae,Intermediate egret,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Ardea,pacifica,Ardeidae,White-necked heron,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Artamus,cyanopterus cyanopterus,Artamidae,Dusky woodswallow,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Artamus,superciliosus,,White-browed woodswallow,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Aythya,australis,Anatidae,Hardhead,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Biziura,lobata,Anatidae,Musk duck,Aves,TRUE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Burhinus,grallarius,Burhinidae,Bush stone-curlew,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Butorides,striata,Ardeidae,Striated heron,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Cacatua,galerita,Cacatuidae,Sulphur-crested cockatoo,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Cacatua,tenuirostris,Cacatuidae,Long-billed corella,Aves,TRUE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Cacomantis,flabelliformis,Cuculidae,Fan-tailed cuckoo,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Calyptorhynchus,funereus,,Yellow-tailed black cockatoo,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Carduelis,carduelis,Fringillidae,European goldfinch,Aves,FALSE,FALSE,TRUE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Charadrius,veredus,Charadriidae,Oriental plover,Aves,TRUE,TRUE,TRUE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Chenonetta,jubata,Anatidae,Australian wood duck,Aves,TRUE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Chrysococcyx,basallis,,Horsfield's bronze-cuckoo,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Chrysococcyx,lucidus,,Shining bronze cuckoo,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Cincloramphus,cruralis,,"Brown songlark, Australian songlark",Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Cisticola,exilis,Cisticolidae,Golden-headed cisticola,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Colluricincla,harmonica,Pachycephalidae,Grey shrike-thrush,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Columba,livia,Columbidae,Rock dove,Aves,FALSE,FALSE,TRUE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Coracina,novaehollandiae,Campephagidae,Black-faced cuckoo-shrike,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Coracina,tenuirostris,Campephagidae,Cicadabird,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Corvus,coronoides,Corvidae,Australian raven,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Coturnix,ypsilophora,,Brown quail,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Cracticus,torquatus,Artamidae,Grey butcherbird,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Cuculus,pallidus,,Pallid cuckoo,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Cuculus,variolosus,,Brush cuckoo,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Cygnus,atratus,Anatidae,Black swan,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Dacelo,novaeguineae,Alcedinidae,Laughing kookaburra,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Daphoenositta,chrysoptera,Neosittidae,Varied sittella,Aves,TRUE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Dicaeum,hirundinaceum,Dicaeidae,Mistletoebird,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Egretta,garzetta,Ardeidae,Little egret,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Egretta,novaehollandiae,Ardeidae,White-faced heron,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Elanus,axillaris,Accipitridae,Black-shouldered kite,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Elanus,notatus,Accipitridae,Black-shouldered kite,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Elseyornis,melanops,Charadriidae,Black-fronted dotterel,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Eolophus,roseicapilla,Cacatuidae,Galah,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Eopsaltria,australis,Petroicidae,Eastern yellow robin,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Eudynamys,scolopacea,,Common koel,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Eurystomus,orientalis,Coraciidae,Dollarbird,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Falco,cenchroides cenchroides,Falconidae,Nankeen kestrel,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Falco,longipennis,Falconidae,Australian hobby,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Falco,peregrinus,Falconidae,Peregrine falcon,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Falcunculus,frontatus,Falcunculidae,Crested Shrike-tit,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Fulica,atra,Rallidae,Eurasian coot,Aves,FALSE,FALSE,TRUE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Gallinula,tenebrosa,Rallidae,Dusky moorhen,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Glossopsitta,pusilla,Psittacidae,Little lorikeet,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Grallina,cyanoleuca,Monarchidae,Magpie-lark,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Gymnorhina,tibicen,Artamidae,Australian magpie,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Haliaeetus,leucogaster,Accipitridae,White-bellied sea-eagle,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Haliastur,sphenurus,Accipitridae,Whistling kite,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Hirundapus,caudacutus,Apodidae,White-throated needletail,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Hirundo,ariel,Hirundinidae,Fairy martin,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Hirundo,neoxena,Hirundinidae,Welcome swallow,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Lalage,sueurii,Campephagidae,White-winged triller,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Larus,novaehollandiae,,Silver gull,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Lewinia,pectoralis,,Lewin's rail,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Lichenostomus,chrysops,,Yellow-faced honeyeater,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Lichmera,indistincta,Meliphagidae,Brown honeyeater,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Lonchura,punctulata,Estrildidae,Nutmeg mannikin,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Lopholaimus,antarcticus,Columbidae,Topknot pigeon,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Malurus,cyaneus,Maluridae,Superb fairy-wren,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Manorina,melanocephala,Meliphagidae,Noisy miner,Aves,FALSE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Megalurus,gramineus,,Little grassbird,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Melithreptus,brevirostis,,Brown-headed honeyeater,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Melithreptus,lunatus,Meliphagidae,White-naped honeyeater,Aves,TRUE,FALSE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Microeca,fascinans,Petroicidae,Jacky winter,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Monarcha,melanopsis,Monarchidae,Black-faced monarch,Aves,TRUE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Myiagra,inquieta,Monarchidae,Restless flycatcher,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
Lake Giillawarna,Myzomela,sanguinolenta,Meliphagidae,Scarlet honeyeater,Aves,FALSE,TRUE,FALSE,2004,150.980754,-33.906477,Miram-Beena
