reserve_id,asset_name,location,suburb,asset_type,asset_sub_type,asset_class,shape_file_name,shape_file_path
486,Keys Reserve,"7A Piper Close, Milperra",Milperra,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
487,McPherson Reserve,"37A Nelson Road, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
488,Juno Reserve,"2C Juno Parade, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
489,"Unnamed Reserve, Douglas Street","1A Douglas Street, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
490,Hurlstone Memorial Reserve,"35-41 Crinan Street, Hurlstone Park",Hurlstone Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
491,Forrester Reserve,"7 Forrester Street, Kingsgrove",Kingsgrove,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
492,Hoskins Reserve,"51 De Witt Street, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
493,George Cayley Reserve,"38 Tusmore Street, Punchbowl",Punchbowl,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
494,Bullock Reserve,"9 Bullock Avenue, Chester Hill",Chester Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
495,Bromley Reserve,"51 Mimosa Road, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
496,"Unnamed Reserve, 99 Virginius Street","99 Virginius Street, Padstow",Padstow,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
497,"Unnamed Reserve, Arilla Avenue","3 Arilla Avenue, Riverwood",Riverwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
498,Cooks River 1,"1A Olwyn Place, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
499,Norfolk Reserve,"67 Norfolk Road, Greenacre",Greenacre,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
500,Marion Reserve,"249 Marion Street, Yagoona",Yagoona,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
501,Terry Raper Reserve,"38 Wilberforce Road, Revesby",Revesby,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
502,Neate Reserve,"16B Loftus Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
503,Canterbury SES,"196 Moorefields Road, Beverly Hills",Beverly Hills,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
504,Riverwood Peace Park,"24A Michigan Road, Riverwood",Riverwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
505,Viking Street Reserve 1,"79 Viking Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
506,Higgins Reserve,"23 Allingham Street, Condell Park",Condell Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
507,Smith Park,"2B Lehn Road, East Hills",East Hills,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
508,Hercules Reserve,"1A Uranus Road, Padstow",Padstow,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
509,Baxter Reserve,"64 Farrell Road, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
510,"Unnamed Reserve, Olympic Parade","4 Olympic Parade, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
511,Amaroo Reserve,"161 Henry Lawson Drive, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
512,Marks Reserve,"70 Marks Street, Chester Hill",Chester Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
513,Manuka Reserve,"2 Johnston Road, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
514,Hazel Street Reserve,"59 Henry Lawson Drive, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
515,Bankstown Showground,"190 Eldridge Road, Condell Park",Condell Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
516,Wiley Park,"1071 Canterbury Road, Wiley Park",Wiley Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
517,Parry Steps,"80 Undercliffe Road, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
518,Gascoigne Reserve,"55A Gascoigne Road, Birrong",Birrong,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
519,Gough Whitlam Park,"1B Pine Avenue, Earlwood",Earlwood,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
520,Loch Street Reserve,"113 Campsie Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
521,"Unnamed Reserve, Hannans Road","140 Hannans Road, Narwee",Narwee,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
522,Gosling Park,"42A Hillcrest Avenue, Greenacre",Greenacre,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
523,Rawson Road Reserve,"55 Rawson Road, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
524,Leo Reserve,"4 Burraneer Crescent, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
525,Jocarm Reserve,"18 Dalton Avenue, Condell Park",Condell Park,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
526,Benda Street - Small Park,"Benda Street, Belmore",Belmore,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
527,Shelley Street - Small Park,"Shelley Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
528,McPhee Park,"25 Chester Hill Road, Chester Hill",Chester Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
529,"Unnamed Reserve, Marlowe Street","31 Marlowe Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
530,Lake Gillawarna,"122 Henry Lawson Drive, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
531,Bowden Reserve,"34-6 Hampton Street, Croydon Park",Croydon Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
532,Band Hall Reserve,"134 Auburn Road, Birrong",Birrong,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
533,Rudd Park,"4A Clarence Street, Belfield",Belfield,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
534,The Crest,"2 Mc Clean Close, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
535,Garrison Point,"190-192 Henry Lawson Drive, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
536,Punchbowl Park,"1481A Canterbury Road, Punchbowl",Punchbowl,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
537,Leonard Reserve,"26 Leslie Street, Roselands",Roselands,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
538,Sutton Reserve,"1 Karool Avenue, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
539,Greenacre Civic Centre Reserve,"33 Banksia Road, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
540,Appian Way,"75 The Mall , Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
541,Herbert Crabtree Reserve,"3 Buist Street, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
542,Airport Reserve,"501 Milperra Road, Milperra",Milperra,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
543,Bransgrove Road Reserve,"233 Horsley Road, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
544,Gazzard Park,"176D Cooper Road, Yagoona",Yagoona,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
545,Doug Gooding Reserve,"20 Chester Hill Road, Chester Hill",Chester Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
546,Balmoral Reserve 3,"28 Balmoral Avenue, Croydon Park",Croydon Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
547,Whitfield Reserve,"14 Whitfield Avenue, Ashbury",Ashbury,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
548,Coolabah Street Reserve,"186-192 Moorefields Road, Beverly Hills",Beverly Hills,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
549,Cutting Reserve,"133-137 Davies Road, Padstow",Padstow,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
550,Salt Pan Creek Reserve 2,"1A Meager Avenue, Padstow",Padstow,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
551,Salt Pan Creek Reserve 1,"1A Gow Street, Padstow",Padstow,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
552,Cooks River Park,"15A Birdwood Avenue, Belfield",Belfield,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
553,"Unnamed Reserve, Rowe Drive","52 Rowe Drive, Potts Hill",Potts Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
554,"Unnamed Reserve, Purvis Avenue","17 Purvis Avenue, Potts Hill",Potts Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
555,Canterbury Station Reserve,"195 Canterbury Road, Canterbury",Canterbury,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
556,Alan Ashton Reserve,"3B Carinya Road, Picnic Point",Picnic Point,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
557,Balmoral Reserve 2,"29A Balmoral Avenue, Croydon Park",Croydon Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
558,Mactier Avenue - Small Park,"Mactier Avenue, Milperra",Milperra,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
559,Bass Avenue - Small Park,"Bass Avenue, Milperra",Millperra,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
560,"Unnamed Reserve, 376 Henry Lawson Drive","376 Henry Lawson Drive, Milperra",Millperra,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
561,"Unnamed Reserve, Permanent Avenue","19A & 21B Permanent Avenue, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
562,Defoe Street Reserve,"41 Defoe Street, Wiley Park",Wiley Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
563,Yatama Park,"26-32 Alfred Street, Clemton Park",Clemton Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
564,Belmore Oval Sports Complex (includes Peter Moore Field),"3A Edison Lane, Belmore",Belmore,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
565,Shortland Brush,"10 Henry Lawson Drive, Lansdowne",Lansdowne,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
566,Vale of Ah Reserve,"27 Auld Avenue, Milperra",Milperra,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
567,Harrison Street - Small Park,"Harrison Street, Revesby",Revesby,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
568,Simmons Street - Small Park,"Simmons Street, Revesby",Revesby,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
569,Parmal Avenue - Small Park,"Parmal Avenue, Padstow",Padstow,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
570,Carrington Street - Small Park,"Carrington Street, Revesby",Revesby,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
571,"Unnamed Reserve, 19B Dowding Street","19B Dowding Street, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
572,Ashford Avenue - Small Park,"Ashford Avenue, Milperra",Milperra,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
573,"Unnamed Reserve, 39 Lehn Road","39 Lehn Road, East Hills",East Hills,Passive,Recreation Areas,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
574,"Unnamed Reserve, 152 Centaur Street","152 Centaur Street, Revesby Heights",Revesby Heights,Passive,Recreation Areas,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
575,Cook Crescent - Small Park,Cook Crescent - East Hills,East Hills,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
576,Roselands Reserve,"2 Diana Avenue, Roselands",Roselands,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
577,Old Library Reserve,"7 Belmore Road North, Riverwood",Riverwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
