Species Name,Family,Genus,Local Status,Fire Traits
Acianthus fornicatus,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '5.34883720930233 (1); 9 (1)', 'fire_time_from_fire_to_fruiting': '7.67441860465116 (1)'}"
Actinotus helianthi,,,,"{'resprouting_capacity': 'fire_killed (4)', 'fire_time_from_fire_to_flowering': '13.0232558139535 (1); 9.53488372093023 (1)', 'fire_time_from_fire_to_fruiting': '13.0232558139535 (1)', 'fire_time_from_fire_to_peak_flowering': '24 (1); 36 (1)'}"
Actinotus minor,,,,"{'resprouting_capacity': 'fire_killed (V)', 'fire_time_from_fire_to_flowering': '12 (1); 9.76744186046512 (1)'}"
Aegiceras corniculatum,,,,{'resprouting_capacity': 'resprouts (V)'}
Allocasuarina littoralis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (4)', 'resprouting_capacity': 'fire_killed (5); resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '0 (2)', 'fire_time_from_fire_to_flowering': '28.8372093023256 (1); 36 (1)', 'fire_time_from_fire_to_fruiting': '36 (1); 41.6279069767442 (1)'}"
Allocasuarina paludosa,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Allocasuarina torulosa,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (5)'}"
Alphitonia excelsa,,,,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Alternanthera denticulata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (V)', 'fire_time_from_fire_to_flowering': '2.32558139534884 (1)'}"
Amyema gaudichaudii,,,,{'resprouting_capacity': 'fire_killed (1)'}
Amyema miquelii,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (V)', 'resprouting_capacity': 'fire_killed (V)'}"
Amyema pendula,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (2)'}"
Angophora bakeri,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '11.6279069767442 (1); 12 (1); 14.1860465116279 (1); 15.5813953488372 (1)', 'fire_time_from_fire_to_fruiting': '14.1860465116279 (1)'}"
Angophora costata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Angophora floribunda,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Angophora hispida,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (1); 14.1860465116279 (1); 18 (1); 7.44186046511628 (1)', 'fire_time_from_fire_to_fruiting': '14.1860465116279 (1)', 'fire_time_from_fire_to_peak_flowering': '12 (1); 24 (1)', 'fire_time_from_fire_to_50_percent_flowering': '11.3953488372093 (1)'}"
Angophora subvelutina,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Anisopogon avenaceus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 9.53488372093023 (1)', 'fire_time_from_fire_to_fruiting': '11.3953488372093 (1)', 'fire_time_from_fire_to_peak_flowering': '12 (1); 24 (1)'}"
Anthosachne scabra,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'partial_resprouting (15); resprouts (15)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (8)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'resprouting_capacity_proportion_individuals': '1 (3)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Aristida ramosa,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (8)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (V)', 'fire_time_from_fire_to_fruiting': '3.95348837209302 (1)'}"
Aristida warburgii,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (1); 2.55813953488372 (1); 3.72093023255814 (1)', 'fire_time_from_fire_to_fruiting': '3.72093023255814 (1)'}"
Arthropodium milleflorum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (2)'}"
Arthropodium minus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)'}"
Asperula conferta,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Astroloma humifusum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '24 (1)'}"
Atriplex australasica,,,,{'resprouting_capacity': 'fire_killed (1)'}
Atriplex semibaccata,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (6)'}"
Austrostipa pubescens,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1)', 'fire_time_from_fire_to_fruiting': '11.3953488372093 (1)'}"
Austrostipa ramosissima,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Austrostipa setacea,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Backhousia myrtifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Baeckea diosmifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '10.6976744186047 (1); 12 (1); 13.0232558139535 (1)', 'fire_time_from_fire_to_fruiting': '13.0232558139535 (1)'}"
Banksia ericifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'fire_time_from_fire_to_flowering': '41.1627906976744 (1); 48.3720930232558 (1); 60.4651162790698 (1)', 'fire_time_from_fire_to_fruiting': '54.4186046511628 (1)'}"
Banksia integrifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Banksia marginata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '0 (V)', 'fire_time_from_fire_to_flowering': '24 (1); 39.3023255813954 (1); 48.3720930232558 (1); 60.4651162790698 (1); 84 (1)', 'fire_time_from_fire_to_fruiting': '50.6976744186047 (1)', 'fire_time_from_fire_to_peak_flowering': '120 (1)'}"
Banksia oblongifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'resprouts (7)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'fire_time_from_fire_to_flowering': '24 (1); 26.5116279069767 (1); 48.3720930232558 (1); 60 (1); 60.4651162790698 (1)', 'fire_time_from_fire_to_fruiting': '54.4186046511628 (1)'}"
Banksia serrata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (5)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '24 (1); 25.1162790697674 (1); 36 (1); 36.2790697674419 (1); 48.3720930232558 (1)', 'fire_time_from_fire_to_fruiting': '41.1627906976744 (1)'}"
Banksia spinulosa,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'fire_time_from_fire_to_flowering': '28.3720930232558 (1); 36 (1); 36.2790697674419 (1); 48 (1); 48.3720930232558 (1)', 'fire_time_from_fire_to_fruiting': '46.7441860465116 (1)'}"
Billardiera scandens,,,,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (2)', 'fire_time_from_fire_to_flowering': '22.8 (1); 24 (1); 24.1860465116279 (1); 8.83720930232558 (1)', 'fire_time_from_fire_to_fruiting': '23.4883720930233 (1)', 'fire_time_from_fire_to_peak_flowering': '48 (1); 60 (1)'}"
Bolboschoenus caldwellii,,,,"{'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Bolboschoenus fluviatilis,,,,"{'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (3)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Boronia ledifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (V)', 'fire_time_from_fire_to_flowering': '19.7674418604651 (1); 22.5581395348837 (1); 3.6 (1)', 'fire_time_from_fire_to_fruiting': '24.1860465116279 (1)', 'fire_time_from_fire_to_peak_flowering': '48 (1); 60 (1)'}"
Bossiaea heterophylla,,,,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '15.5813953488372 (1); 24.1860465116279 (1)', 'fire_time_from_fire_to_fruiting': '22.5581395348837 (1)'}"
Bossiaea prostrata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Bossiaea scolopendria,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '20 (1); 24 (1); 24.1860465116279 (1)', 'fire_time_from_fire_to_fruiting': '24.1860465116279 (1)'}"
Bothriochloa macra,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'partial_resprouting (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'resprouting_capacity_proportion_individuals': '0.8 (V)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Brachychiton acerifolius,,,,{'resprouting_capacity': 'resprouts (1)'}
Brachychiton populneus,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)'}"
Brachyloma daphnoides,,,,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '24 (V)', 'fire_time_from_fire_to_peak_flowering': '36 (1); 60 (1)', 'fire_time_from_fire_to_50_percent_flowering': '20 (1)'}"
Breynia oblongifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_flowering': '10.6976744186047 (1); 12 (1); 14.6511627906977 (1); 60 (1)', 'fire_time_from_fire_to_fruiting': '14.6511627906977 (1)', 'fire_time_from_fire_to_peak_flowering': '36 (1); 48 (1)'}"
Brunoniella australis,,,,"{'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Brunoniella pumilio,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'fire_time_from_fire_to_flowering': '1.3953488372093 (1); 12 (1); 6.04651162790698 (1)', 'fire_time_from_fire_to_fruiting': '2.55813953488372 (1)', 'fire_time_from_fire_to_peak_flowering': '12 (1)'}"
Burchardia umbellata,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'resprouts (8)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '0--24 (1); 10.6976744186047 (1); 12 (1); 18 (1); 24 (1); 8.37209302325581 (1)', 'fire_time_from_fire_to_fruiting': '10.6976744186047 (1)'}"
Bursaria spinosa,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (7)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_proportion_individuals': '1 (V)', 'fire_time_from_fire_to_flowering': '11.8604651162791 (1); 12.093023255814 (1); 24 (1); 24.1860465116279 (1)', 'fire_time_from_fire_to_fruiting': '16.5116279069767 (1)', 'fire_time_from_fire_to_peak_flowering': '60 (1)'}"
Chorizema parviflorum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Caladenia carnea,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (11)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (7)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (V)'}"
Caladenia catenata,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (4)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (1); 7.90697674418605 (1)', 'fire_time_from_fire_to_fruiting': '9.06976744186047 (1)'}"
Caladenia picta,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (1)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Calandrinia pickeringii,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (1); resprouts (1)', 'fire_time_from_fire_to_flowering': '3.6 (1)'}"
Callicoma serratifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (V)', 'resprouting_capacity': 'resprouts (5)', 'fire_time_from_fire_to_flowering': '21.1627906976744 (1); 24 (1); 24.1860465116279 (1)', 'fire_time_from_fire_to_fruiting': '25.1162790697674 (1)', 'fire_time_from_fire_to_peak_flowering': '36 (1)'}"
