Species Name,Family,Genus,Local Status,Fire Traits
Amphibromus neesii,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Hordeum glaucum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Cassinia denticulata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Hordeum hystrix,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Petrophile canescens,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Philotheca trachyphylla,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)'}"
Hakea eriantha,,,,"{'post_fire_recruitment': 'post_fire_recruitment (5)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)'}"
Digitaria velutina,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Sparganium subglobosum,,,,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)'}"
Amaranthus macrocarpus,,,,{'resprouting_capacity': 'fire_killed (3)'}
Callistemon pachyphyllus,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Pterostylis ampliata,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (g)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (g)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Enteropogon acicularis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Conospermum taxifolium,,,,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Notothixos subaureus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (V)'}"
Solanum pungetium,,,,{'resprouting_capacity': 'fire_killed (2)'}
Melaleuca deanei,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '20.9302325581395 (1); 24 (1)'}"
Pterostylis chaetophora,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (g)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Correa baeuerlenii,,,,{'resprouting_capacity': 'fire_killed (2)'}
Asparagus macowanii,,,,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Ligustrum vulgare,,,,{'post_fire_recruitment': 'post_fire_recruitment (1)'}
Salix cinerea,,,,"{'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)'}"
Spartium junceum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cytisus scoparius,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Carduus nutans,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Phaseolus vulgaris,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Pennantia cunninghamii,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (1)'}"
Grevillea lanigera,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Grevillea biternata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Lechenaultia biloba,,,,"{'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_flowering': '0--24 (1); 24 (1); 30 (1)'}"
Cordyline petiolaris,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Eupomatia bennettii,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (1)'}"
Seringia hillii,,,,"{'resprouting_capacity': 'fire_killed (V)', 'fire_time_from_fire_to_fruiting': '60 (1)'}"
Melaleuca decussata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)'}"
Acacia boormanii,,,,"{'post_fire_recruitment': 'post_fire_recruitment (g)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (g)'}"
Dracophyllum secundum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (V)', 'fire_time_from_fire_to_flowering': '36.2790697674419 (1); 48.3720930232558 (1)', 'fire_time_from_fire_to_fruiting': '36.2790697674419 (1)'}"
Grevillea stenomera,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Prostanthera teretifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (2)', 'fire_time_from_fire_to_fruiting': '96 (1)'}"
Banksia undata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (g)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Guichenotia macrantha,,,,{'resprouting_capacity': 'fire_killed (f)'}
Adenanthos sericeus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Grevillea victoriae,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Acacia pravissima,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (2); resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Calothamnus pinifolius,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Grevillea petrophiloides,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Banksia plagiocarpa,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Melastoma affine,,,,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'resprouts (3)'}"
Alyogyne huegelii,,,,{'resprouting_capacity': 'fire_killed (f)'}
Phebalium whitei,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)'}"
Acacia vestita,,,,"{'post_fire_recruitment': 'post_fire_recruitment (g)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (g)'}"
Linospadix monostachyos,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (1)'}"
Prostanthera scutellarioides,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_flowering': '12 (1); 36 (1)', 'fire_time_from_fire_to_fruiting': '12 (1); 36 (1)'}"
Spyridium parvifolium,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Grevillea tenuiloba,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Banksia coccinea,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'fire_time_from_fire_to_flowering': '24 (1); 36 (1)', 'fire_time_from_fire_to_fruiting': '36 (1)'}"
Lysiosepalum involucratum,,,,{'resprouting_capacity': 'fire_killed (f)'}
Melaleuca leucadendra,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Austromyrtus dulcis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Austromyrtus tenuifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '34.8837209302326 (1); 36 (1); 36.2790697674419 (1)', 'fire_time_from_fire_to_fruiting': '37.906976744186 (1)', 'fire_time_from_fire_to_peak_flowering': '36 (1)'}"
Hibbertia acicularis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '36 (2)'}"
Chamelaucium uncinatum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '24 (1)'}"
Anigozanthos flavidus,,,,"{'resprouting_capacity': 'resprouts (1)', 'fire_time_from_fire_to_flowering': '6 (1)'}"
Chorilaena quercifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'fire_time_from_fire_to_flowering': '28 (1)'}"
Rhododendron lochiae,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)'}"
Commersonia hermanniifolia,,,,{'resprouting_capacity': 'fire_killed (1)'}
Rubus moluccanus,,,,{'resprouting_capacity': 'resprouts (4)'}
Melaleuca squarrosa,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '0 (V)', 'fire_time_from_fire_to_flowering': '24 (1); 36 (1)'}"
Commersonia salviifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (f)'}"
Chorizema cordatum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Orthrosanthus multiflorus,,,,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Micromyrtus ciliata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '20.4651162790698 (1); 48 (1)', 'fire_time_from_fire_to_peak_flowering': '48 (1)'}"
Synoum glandulosum,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'resprouts (V)'}"
Psychotria loniceroides,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)'}"
Spyridium scortechinii,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (V)', 'fire_time_from_fire_to_fruiting': '48 (2)'}"
Pseudanthus pimeleoides,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (2)'}"
Grevillea insignis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Hibbertia vestita,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (g)'}"
Potentilla indica,,,,"{'resprouting_capacity': 'resprouts (2)', 'fire_time_from_fire_to_flowering': '6 (1)', 'fire_time_from_fire_to_fruiting': '5.34883720930233 (1)'}"
Blandfordia grandiflora,,,,{'resprouting_capacity': 'resprouts (1)'}
Arundo donax,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Convolvulus arvensis,,,,{'resprouting_capacity': 'resprouts (1)'}
Ficus pumila,,,,{'resprouting_capacity': 'fire_killed (1); partial_resprouting (1)'}
Dimorphotheca fruticosa,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Caladenia tessellata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'post_fire_flowering': 'fire_enhanced_flowering (1)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Melaleuca bracteata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (7)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Rumex acetosella,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (1); partial_resprouting (1); resprouts (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (1); 9.06976744186047 (1)', 'fire_time_from_fire_to_fruiting': '9.06976744186047 (1)'}"
Lagenophora stipitata,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (1); 2.4 (1)'}"
Eragrostis laniflora,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Onopordum acanthium,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Leichhardtia rostrata,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'resprouts (3)'}"
Brachyscome triloba,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '3.6 (1)'}"
Wahlenbergia ceracea,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Eucalyptus major,,,,"{'post_fire_recruitment': 'post_fire_recruitment (g)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Capparis mitchellii,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'resprouts (V)'}"
Leptinella longipes,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Eucalyptus macrorhyncha,,,,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Cassinia ochracea,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Juncus vaginatus,,,,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Dietes robinsoniana,,,,{'resprouting_capacity': 'resprouts (f)'}
Eucalyptus canaliculata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (g)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Hibiscus brachysiphonius,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (3)'}"
Saccharum officinarum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Abutilon theophrasti,,,,{'resprouting_capacity': 'fire_killed (f)'}
Plumbago zeylanica,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (4)'}"
Asterolasia correifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (4)'}"
Chloris barbata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Facelis retusa,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)', 'fire_time_from_fire_to_fruiting': '10 (1)'}"
Hibbertia empetrifolia,,,,"{'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (1)', 'fire_time_from_fire_to_fruiting': '12 (1)'}"
Juncus acutus,,,,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)'}"
Persoonia laurina,,,,"{'resprouting_capacity': 'resprouts (3)', 'fire_time_from_fire_to_flowering': '23.4883720930233 (1); 24 (1); 24.1860465116279 (1); 36 (1); 36.2790697674419 (1)', 'fire_time_from_fire_to_fruiting': '30.4651162790698 (1)'}"
Robinia pseudoacacia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus reflexus,,,,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Philotheca buxifolia,,,,{'resprouting_capacity': 'fire_killed (1); partial_resprouting (1)'}
Boronia anemonifolia,,,,{'resprouting_capacity': 'fire_killed (2)'}
Urochloa panicoides,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Eragrostis mexicana,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Schoenus lepidosperma,,,,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)'}"
Grevillea diffusa,,,,{'resprouting_capacity': 'fire_killed (1)'}
Philotheca difformis,,,,{'resprouting_capacity': 'fire_killed (2)'}
Diplachne fusca,,,,"{'resprouting_capacity': 'partial_resprouting (1); resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Lomandra micrantha,,,,"{'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'fire_time_from_fire_to_flowering': '14.8837209302326 (1)'}"
Boronia barkeriana,,,,{'resprouting_capacity': 'resprouts (1)'}
Epilobium billardiereanum,,,,{'resprouting_capacity': 'fire_killed (V)'}
