Species Name,Family,Genus,Local Status,Fire Traits
Amphibromus neesii,Poaceae,Amphibromus,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Amyema congener,Loranthaceae,Amyema,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'fire_killed (3)'}"
Amyema gaudichaudii,Loranthaceae,Amyema,native,{'resprouting_capacity': 'fire_killed (1)'}
Amyema miquelii,Loranthaceae,Amyema,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (V)', 'resprouting_capacity': 'fire_killed (V)'}"
Amyema pendula,Loranthaceae,Amyema,native,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (2)'}"
Andropogon virginicus,Poaceae,Andropogon,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_fruiting': '4.65116279069767 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 3.48837209302326 (1); 4.65116279069767 (1)'}"
Angophora bakeri,Myrtaceae,Angophora,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '14.1860465116279 (1)', 'fire_time_from_fire_to_flowering': '11.6279069767442 (1); 12 (1); 14.1860465116279 (1); 15.5813953488372 (1)'}"
Angophora costata,Myrtaceae,Angophora,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Angophora floribunda,Myrtaceae,Angophora,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Angophora hispida,Myrtaceae,Angophora,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '14.1860465116279 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 14.1860465116279 (1); 18 (1); 7.44186046511628 (1)', 'fire_time_from_fire_to_50_percent_flowering': '11.3953488372093 (1)', 'fire_time_from_fire_to_peak_flowering': '12 (1); 24 (1)'}"
Angophora subvelutina,Myrtaceae,Angophora,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Anigozanthos flavidus,Haemodoraceae,Anigozanthos,native,"{'resprouting_capacity': 'resprouts (1)', 'fire_time_from_fire_to_flowering': '6 (1)'}"
Anisopogon avenaceus,Poaceae,Anisopogon,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_fruiting': '11.3953488372093 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 9.53488372093023 (1)', 'fire_time_from_fire_to_peak_flowering': '12 (1); 24 (1)'}"
Anredera cordifolia,Basellaceae,Anredera,Exotic,{'resprouting_capacity': 'resprouts (V)'}
Anthosachne kingiana,,,native,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Anthosachne scabra,Poaceae,Anthosachne,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'partial_resprouting (15); resprouts (15)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (8)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'resprouting_capacity_proportion_individuals': '1 (3)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Anthoxanthum odoratum,Poaceae,Anthoxanthum,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Aotus ericoides,Fabaceae,Aotus,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '24 (1)', 'fire_time_from_fire_to_flowering': '24 (1); 36 (1)'}"
Aphanopetalum resinosum,Aphanopetalaceae,Aphanopetalum,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Apium prostratum,Apiaceae,Apium,native,{'resprouting_capacity': 'fire_killed (1)'}
Araujia sericifera,Apocynaceae,Araujia,Exotic,"{'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_fruiting': '14.1860465116279 (1)'}"
Archontophoenix cunninghamiana,Arecaceae,Archontophoenix,native,{'resprouting_capacity': 'fire_killed (2)'}
Arctotheca calendula,Asteraceae,Arctotheca,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (V)'}"
Aristea ecklonii,Iridaceae,Aristea,Exotic,"{'resprouting_capacity': 'resprouts (3)', 'fire_time_from_fire_to_fruiting': '10.2325581395349 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 9.53488372093023 (1)'}"
Aristida calycina,Poaceae,Aristida,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Aristida ramosa,Poaceae,Aristida,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (8)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_fruiting': '3.95348837209302 (1)', 'fire_time_from_fire_to_flowering': '12 (V)'}"
Aristida vagans,Poaceae,Aristida,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_fruiting': '3.48837209302326 (1)', 'fire_time_from_fire_to_flowering': '1.3953488372093 (1); 3.48837209302326 (1); 3.6 (1)'}"
Aristida warburgii,Poaceae,Aristida,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_fruiting': '3.72093023255814 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 2.55813953488372 (1); 3.72093023255814 (1)'}"
Artemisia verlotiorum,Asteraceae,Artemisia,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Arthropodium milleflorum,Asparagaceae,Arthropodium,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (2)'}"
Arthropodium minus,Asparagaceae,Arthropodium,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)'}"
Arundo donax,Poaceae,Arundo,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Asparagus aethiopicus,Asparagaceae,Asparagus,Exotic,"{'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'fire_time_from_fire_to_flowering': '11.6279069767442 (1); 12 (1)'}"
Asparagus africanus,Asparagaceae,Asparagus,Exotic,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Asparagus asparagoides,Asparagaceae,Asparagus,Exotic,"{'resprouting_capacity': 'resprouts (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_fruiting': '10.6976744186047 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1)'}"
Asparagus macowanii,Asparagaceae,Asparagus,exotic,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Asparagus officinalis,Asparagaceae,Asparagus,Exotic,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'fire_time_from_fire_to_fruiting': '4.18604651162791 (1)'}"
Asparagus plumosus,Asparagaceae,Asparagus,Exotic,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Asparagus scandens,Asparagaceae,Asparagus,Exotic,"{'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Asparagus virgatus,Asparagaceae,Asparagus,Exotic,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Asperula conferta,Rubiaceae,Asperula,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Asphodelus fistulosus,Asphodelaceae,Asphodelus,Exotic,{'resprouting_capacity': 'resprouts (1)'}
Asterolasia correifolia,Rutaceae,Asterolasia,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (4)'}"
Astroloma humifusum,Ericaceae,Astroloma,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '24 (1)'}"
Atriplex australasica,Chenopodiaceae,Atriplex,native,{'resprouting_capacity': 'fire_killed (1)'}
Atriplex prostrata,Chenopodiaceae,Atriplex,Exotic,{'resprouting_capacity': 'fire_killed (2)'}
Atriplex semibaccata,Chenopodiaceae,Atriplex,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (6)'}"
Auranticarpa rhombifolia,Pittosporaceae,Auranticarpa,native,"{'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)'}"
Austromyrtus dulcis,Myrtaceae,Austromyrtus,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Austromyrtus tenuifolia,Myrtaceae,Austromyrtus,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '37.906976744186 (1)', 'fire_time_from_fire_to_flowering': '34.8837209302326 (1); 36 (1); 36.2790697674419 (1)', 'fire_time_from_fire_to_peak_flowering': '36 (1)'}"
Austrostipa elegantissima,Poaceae,Austrostipa,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '6 (1)'}"
Austrostipa pubescens,Poaceae,Austrostipa,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_fruiting': '11.3953488372093 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1)'}"
Austrostipa ramosissima,Poaceae,Austrostipa,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Austrostipa rudis,Poaceae,Austrostipa,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Austrostipa setacea,Poaceae,Austrostipa,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Austrostipa verticillata,Poaceae,Austrostipa,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Avena barbata,Poaceae,Avena, Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Avena fatua,Poaceae,Avena,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Avena sativa,Poaceae,Avena,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_fruiting': '10 (1)', 'fire_time_from_fire_to_flowering': '5.34883720930233 (1)'}"
Avena sterilis,Poaceae,Avena,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Axonopus compressus,Poaceae,Axonopus,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Axonopus fissifolius,Poaceae,Axonopus,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Backhousia myrtifolia,Myrtaceae,Backhousia,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Baeckea diosmifolia,Myrtaceae,Baeckea,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '13.0232558139535 (1)', 'fire_time_from_fire_to_flowering': '10.6976744186047 (1); 12 (1); 13.0232558139535 (1)'}"
